CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.2,7.0,75.3,95,20.0,20,697.4,900,16.9,20,55.0,60,28.8,40,37.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,80.2,95,20.0,20,846.7,900,16.2,20,55.9,60,34.8,40,37.1,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,90.6,95,20.0,20,825.8,900,18.9,20,57.0,60,31.7,40,34.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,85.3,95,20.0,20,628.2,900,19.7,20,59.6,60,28.7,40,27.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,83.3,95,20.0,20,521.7,900,16.1,20,46.1,60,24.4,40,31.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,92.6,95,20.0,20,690.7,900,15.1,20,53.9,60,20.0,40,37.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,78.0,95,20.0,20,572.5,900,16.4,20,52.3,60,28.4,40,22.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.6,7.0,94.8,95,20.0,20,810.6,900,17.9,20,55.7,60,20.2,40,30.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,79.9,95,20.0,20,841.1,900,15.5,20,40.8,60,39.8,40,28.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,87.5,95,20.0,20,841.4,900,15.8,20,44.8,60,32.4,40,24.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.9,7.0,87.8,95,20.0,20,878.1,900,18.1,20,47.0,60,23.6,40,21.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,80.4,95,20.0,20,552.3,900,19.9,20,59.5,60,28.6,40,25.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,91.2,95,20.0,20,820.4,900,18.3,20,44.4,60,32.6,40,26.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,94.1,95,20.0,20,895.6,900,19.8,20,44.1,60,25.3,40,39.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,88.2,95,20.0,20,533.5,900,15.3,20,44.6,60,22.9,40,29.7,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,78.4,95,20.0,20,531.9,900,16.9,20,52.8,60,21.2,40,38.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,85.3,95,20.0,20,859.9,900,18.1,20,40.6,60,22.5,40,37.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,77.7,95,20.0,20,877.6,900,17.1,20,51.0,60,39.4,40,37.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,89.2,95,20.0,20,662.3,900,15.6,20,50.8,60,37.4,40,24.0,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.1,7.0,84.5,95,20.0,20,551.9,900,18.4,20,53.8,60,34.3,40,25.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,89.1,95,20.0,20,599.6,900,20.0,20,44.7,60,32.5,40,26.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,78.2,95,20.0,20,575.8,900,19.9,20,54.7,60,20.3,40,39.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,83.9,95,20.0,20,686.0,900,17.2,20,56.8,60,22.4,40,29.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,91.7,95,20.0,20,532.8,900,17.2,20,59.0,60,24.0,40,25.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,93.6,95,20.0,20,783.2,900,18.3,20,44.7,60,29.4,40,29.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.0,7.0,79.1,95,20.0,20,763.7,900,18.5,20,49.4,60,20.2,40,35.9,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,76.5,95,20.0,20,553.2,900,16.0,20,58.1,60,23.8,40,30.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.5,7.0,75.1,95,20.0,20,855.5,900,15.5,20,59.3,60,31.2,40,35.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.6,7.0,80.2,95,20.0,20,784.9,900,18.6,20,42.7,60,28.1,40,33.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,76.6,95,20.0,20,662.8,900,15.6,20,49.5,60,32.9,40,31.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.7,7.0,91.3,95,20.0,20,587.0,900,17.3,20,40.2,60,24.4,40,39.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.5,7.0,77.6,95,20.0,20,605.2,900,18.9,20,46.1,60,32.4,40,23.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,90.2,95,20.0,20,680.2,900,18.9,20,53.5,60,29.3,40,34.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,77.6,95,20.0,20,860.7,900,18.3,20,52.7,60,29.2,40,35.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,76.2,95,20.0,20,769.5,900,15.2,20,48.2,60,36.5,40,20.9,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,84.2,95,20.0,20,544.5,900,15.3,20,47.6,60,30.4,40,37.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,89.9,95,20.0,20,584.1,900,17.8,20,48.9,60,37.7,40,28.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,87.6,95,20.0,20,515.9,900,16.8,20,57.4,60,37.5,40,36.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.0,7.0,81.2,95,20.0,20,827.9,900,16.9,20,56.0,60,35.3,40,24.0,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,76.3,95,20.0,20,655.6,900,15.5,20,49.7,60,39.9,40,27.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,84.2,95,20.0,20,794.3,900,17.0,20,51.6,60,27.4,40,28.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,88.3,95,20.0,20,543.2,900,15.0,20,57.2,60,26.2,40,35.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,91.6,95,20.0,20,704.0,900,20.0,20,53.0,60,30.5,40,35.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.2,7.0,82.8,95,20.0,20,866.9,900,18.8,20,59.8,60,24.4,40,20.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.9,7.0,85.0,95,20.0,20,784.4,900,18.9,20,50.3,60,29.3,40,39.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,93.8,95,20.0,20,512.7,900,15.5,20,50.7,60,20.0,40,31.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,76.0,95,20.0,20,547.5,900,18.7,20,45.3,60,35.3,40,35.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,83.4,95,20.0,20,734.2,900,15.4,20,50.6,60,35.2,40,29.1,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,94.8,95,20.0,20,869.6,900,17.7,20,53.4,60,28.8,40,29.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,87.4,95,20.0,20,669.7,900,18.4,20,55.4,60,31.0,40,34.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,93.6,95,20.0,20,836.6,900,17.6,20,44.2,60,31.5,40,21.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,77.1,95,20.0,20,820.2,900,18.3,20,44.6,60,39.0,40,25.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,79.3,95,20.0,20,657.9,900,17.2,20,40.2,60,35.8,40,20.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,77.7,95,20.0,20,615.0,900,18.6,20,48.5,60,22.9,40,39.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.7,7.0,91.7,95,20.0,20,853.6,900,19.1,20,47.6,60,35.1,40,32.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,81.6,95,20.0,20,644.6,900,17.3,20,47.4,60,36.9,40,39.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.2,7.0,85.9,95,20.0,20,553.0,900,15.9,20,45.0,60,35.0,40,37.9,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.8,7.0,94.3,95,20.0,20,851.0,900,17.8,20,59.6,60,25.3,40,29.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,78.7,95,20.0,20,568.8,900,19.1,20,56.0,60,35.2,40,36.7,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.0,7.0,80.3,95,20.0,20,640.9,900,19.1,20,55.6,60,25.7,40,27.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,85.9,95,20.0,20,664.3,900,17.3,20,56.6,60,31.2,40,30.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,87.8,95,20.0,20,589.3,900,15.6,20,44.5,60,33.1,40,27.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,79.0,95,20.0,20,752.8,900,16.4,20,57.1,60,36.2,40,39.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.8,7.0,91.6,95,20.0,20,698.1,900,16.4,20,41.9,60,25.3,40,33.7,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,85.6,95,20.0,20,656.4,900,17.5,20,41.0,60,21.6,40,39.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.5,7.0,93.9,95,20.0,20,702.5,900,17.9,20,43.9,60,32.6,40,33.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.0,7.0,90.4,95,20.0,20,747.9,900,18.3,20,41.8,60,28.0,40,37.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.2,7.0,85.2,95,20.0,20,633.3,900,19.1,20,56.7,60,29.3,40,22.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,87.8,95,20.0,20,801.5,900,15.2,20,49.3,60,37.7,40,35.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.9,7.0,90.3,95,20.0,20,861.5,900,16.7,20,42.4,60,20.7,40,36.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,79.3,95,20.0,20,717.0,900,15.1,20,40.1,60,22.0,40,26.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,7.0,7.0,93.1,95,20.0,20,817.5,900,15.6,20,48.8,60,26.5,40,34.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,85.5,95,20.0,20,848.6,900,17.9,20,55.0,60,34.2,40,38.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,7.0,7.0,84.3,95,20.0,20,748.8,900,19.1,20,57.7,60,31.8,40,20.9,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,91.1,95,20.0,20,751.5,900,16.4,20,56.9,60,37.0,40,33.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.1,7.0,81.2,95,20.0,20,645.1,900,15.4,20,44.2,60,27.6,40,37.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,77.6,95,20.0,20,711.1,900,19.1,20,52.0,60,31.9,40,23.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,76.7,95,20.0,20,626.2,900,16.4,20,56.0,60,21.2,40,40.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,80.4,95,20.0,20,540.9,900,16.6,20,57.0,60,22.7,40,26.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.9,7.0,75.9,95,20.0,20,752.3,900,16.7,20,50.5,60,20.3,40,22.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,88.4,95,20.0,20,708.5,900,17.4,20,49.8,60,38.5,40,33.7,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,85.5,95,20.0,20,698.6,900,17.5,20,56.4,60,31.0,40,23.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,75.4,95,20.0,20,863.4,900,15.7,20,53.3,60,23.4,40,39.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,88.0,95,20.0,20,795.9,900,17.1,20,48.3,60,20.3,40,36.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.9,7.0,77.9,95,20.0,20,792.6,900,16.3,20,58.6,60,33.8,40,37.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,92.3,95,20.0,20,570.2,900,19.2,20,47.9,60,20.2,40,38.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.0,7.0,91.0,95,20.0,20,692.7,900,16.7,20,46.6,60,30.4,40,22.9,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.5,7.0,83.4,95,20.0,20,807.0,900,15.1,20,53.2,60,26.1,40,33.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,75.8,95,20.0,20,860.8,900,16.9,20,51.7,60,23.8,40,31.9,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.1,7.0,84.7,95,20.0,20,701.0,900,16.7,20,57.8,60,27.2,40,34.1,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.0,7.0,79.5,95,20.0,20,788.3,900,19.8,20,55.2,60,35.4,40,24.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,92.6,95,20.0,20,564.2,900,17.9,20,51.2,60,34.1,40,30.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,88.3,95,20.0,20,754.6,900,16.8,20,48.5,60,22.5,40,27.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.2,7.0,89.9,95,20.0,20,765.5,900,15.3,20,42.1,60,29.5,40,23.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,89.3,95,20.0,20,741.7,900,16.2,20,43.2,60,39.9,40,31.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,85.8,95,20.0,20,724.2,900,15.9,20,54.5,60,28.9,40,35.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,86.1,95,20.0,20,839.5,900,17.3,20,43.3,60,34.9,40,27.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.8,7.0,90.6,95,20.0,20,584.2,900,18.6,20,57.7,60,25.1,40,33.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.7,7.0,78.4,95,20.0,20,586.7,900,15.2,20,54.4,60,26.0,40,27.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.8,7.0,84.2,95,20.0,20,506.9,900,15.8,20,52.0,60,35.9,40,32.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,80.2,95,20.0,20,558.0,900,16.0,20,59.3,60,28.0,40,35.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,80.4,95,20.0,20,875.4,900,16.3,20,57.8,60,32.7,40,39.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.8,7.0,85.7,95,20.0,20,699.4,900,17.3,20,40.8,60,29.3,40,31.7,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,86.5,95,20.0,20,595.1,900,16.1,20,48.2,60,29.9,40,23.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,85.5,95,20.0,20,888.4,900,15.6,20,54.1,60,22.2,40,25.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,77.4,95,20.0,20,625.6,900,18.7,20,59.0,60,29.9,40,28.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.7,7.0,90.4,95,20.0,20,897.3,900,15.9,20,52.2,60,28.0,40,29.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,87.7,95,20.0,20,647.1,900,16.9,20,42.0,60,22.8,40,39.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,92.7,95,20.0,20,602.0,900,16.4,20,54.3,60,29.3,40,29.0,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,90.9,95,20.0,20,631.1,900,16.1,20,41.5,60,26.8,40,33.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.7,7.0,94.6,95,20.0,20,513.2,900,18.9,20,47.3,60,30.6,40,32.0,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.9,7.0,75.8,95,20.0,20,640.9,900,19.9,20,51.4,60,33.5,40,22.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.7,7.0,90.8,95,20.0,20,552.7,900,17.8,20,42.7,60,35.5,40,33.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,89.1,95,20.0,20,854.2,900,16.6,20,52.0,60,20.7,40,22.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,75.5,95,20.0,20,619.9,900,19.5,20,48.6,60,37.2,40,39.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,77.0,95,20.0,20,835.7,900,16.7,20,56.1,60,26.1,40,24.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.6,7.0,93.9,95,20.0,20,753.2,900,19.9,20,49.6,60,24.3,40,37.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,92.6,95,20.0,20,552.7,900,18.1,20,41.4,60,24.5,40,38.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,77.9,95,20.0,20,704.1,900,15.3,20,42.0,60,26.4,40,26.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.0,7.0,86.8,95,20.0,20,851.7,900,17.7,20,51.2,60,25.9,40,21.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.9,7.0,84.6,95,20.0,20,827.5,900,17.3,20,55.5,60,28.1,40,24.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.7,7.0,83.7,95,20.0,20,561.1,900,16.1,20,40.9,60,30.7,40,25.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.4,7.0,84.9,95,20.0,20,510.4,900,16.1,20,50.9,60,37.3,40,21.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.9,7.0,79.8,95,20.0,20,743.8,900,16.2,20,50.1,60,35.1,40,20.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.2,7.0,84.9,95,20.0,20,540.1,900,18.4,20,41.7,60,26.3,40,32.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,7.0,7.0,80.9,95,20.0,20,567.0,900,17.1,20,53.2,60,24.5,40,26.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.7,7.0,84.9,95,20.0,20,645.0,900,15.3,20,58.9,60,29.6,40,34.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.1,7.0,77.8,95,20.0,20,844.2,900,15.6,20,52.6,60,25.1,40,22.9,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.5,7.0,76.7,95,20.0,20,834.5,900,15.9,20,45.4,60,33.7,40,32.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,81.7,95,20.0,20,534.4,900,16.0,20,47.2,60,37.0,40,31.1,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,76.3,95,20.0,20,785.7,900,15.6,20,45.8,60,37.2,40,37.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.9,7.0,84.2,95,20.0,20,566.0,900,19.8,20,50.9,60,32.3,40,20.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,76.4,95,20.0,20,796.8,900,19.1,20,45.0,60,31.3,40,33.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,94.2,95,20.0,20,525.4,900,16.0,20,42.5,60,26.0,40,27.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,85.9,95,20.0,20,747.7,900,18.1,20,59.4,60,21.1,40,22.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.2,7.0,77.4,95,20.0,20,895.2,900,19.4,20,52.3,60,20.7,40,38.1,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.7,7.0,85.7,95,20.0,20,707.8,900,19.2,20,41.0,60,21.6,40,32.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,85.2,95,20.0,20,589.0,900,16.7,20,41.9,60,32.7,40,23.6,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.1,7.0,86.8,95,20.0,20,826.0,900,17.3,20,57.8,60,38.8,40,31.9,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.2,7.0,85.7,95,20.0,20,761.0,900,18.2,20,48.6,60,31.2,40,30.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,76.3,95,20.0,20,672.6,900,17.8,20,57.5,60,24.9,40,20.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.3,7.0,86.5,95,20.0,20,716.1,900,15.9,20,47.4,60,30.4,40,27.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,84.5,95,20.0,20,871.3,900,18.4,20,50.2,60,35.3,40,24.2,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,77.7,95,20.0,20,686.4,900,17.0,20,46.0,60,38.6,40,33.9,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.9,7.0,81.8,95,20.0,20,819.5,900,18.1,20,44.8,60,24.6,40,26.5,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,94.4,95,20.0,20,789.3,900,18.1,20,46.8,60,21.8,40,38.5,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,7.0,7.0,87.2,95,20.0,20,638.2,900,15.5,20,40.8,60,33.5,40,33.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.0,7.0,81.3,95,20.0,20,759.4,900,18.5,20,49.7,60,34.6,40,29.4,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.6,7.0,88.0,95,20.0,20,720.3,900,15.8,20,46.7,60,20.0,40,39.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.9,7.0,82.1,95,20.0,20,787.7,900,19.6,20,41.8,60,24.5,40,39.9,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.8,7.0,88.9,95,20.0,20,797.1,900,19.2,20,53.0,60,34.9,40,39.6,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.4,7.0,79.5,95,20.0,20,673.1,900,19.3,20,46.7,60,21.8,40,25.3,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.5,7.0,90.1,95,20.0,20,639.8,900,18.8,20,52.5,60,31.6,40,39.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.6,7.0,79.6,95,20.0,20,643.8,900,16.6,20,57.9,60,35.5,40,38.7,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.3,7.0,85.2,95,20.0,20,602.4,900,19.3,20,47.9,60,22.3,40,20.1,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.8,7.0,80.9,95,20.0,20,757.7,900,18.2,20,48.4,60,30.6,40,30.2,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.5,7.0,89.7,95,20.0,20,719.2,900,16.9,20,57.7,60,29.6,40,31.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,84.5,95,20.0,20,746.5,900,17.2,20,46.5,60,37.8,40,32.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.2,7.0,76.1,95,20.0,20,852.3,900,17.7,20,47.3,60,35.3,40,28.8,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,5.6,7.0,94.8,95,20.0,20,585.2,900,15.3,20,44.2,60,37.5,40,35.8,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,6.5,7.0,76.7,95,20.0,20,672.5,900,16.3,20,48.3,60,33.9,40,31.3,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.5,7.0,80.9,95,20.0,20,570.4,900,19.6,20,42.6,60,37.1,40,23.0,40
kudiraivali,millets,Loamy soil,kharif,Jul,Oct,rainfed,5.6,7.0,82.7,95,20.0,20,669.0,900,15.1,20,44.2,60,24.9,40,36.4,40
kudiraivali,millets,Loamy soil,kharif,Jun,Sep,rainfed,6.0,7.0,94.1,95,20.0,20,641.5,900,15.5,20,58.9,60,30.8,40,20.3,40
